Location,Race Ethnicity,TimeFrame,DataFormat,Data
EDGE CASE DISTRICT,Black,2013,Percent,LNE
EDGE CASE DISTRICT,Hawaiian/Pacific Islander,2013,Percent,LNE
EDGE CASE DISTRICT,Hispanic,2013,Percent,0.49345
EDGE CASE DISTRICT,Native American,2013,Percent,LNE
EDGE CASE DISTRICT,Two or more,2013,Percent,LNE
EDGE CASE DISTRICT,White,2013,Percent,0.74545
EDGE CASE DISTRICT,All Students,2014,Percent,0.5898
EDGE CASE DISTRICT,Asian,2014,Percent,LNE
EDGE CASE DISTRICT,Black,2014,Percent,LNE
EDGE CASE DISTRICT,Hawaiian/Pacific Islander,2014,Percent,LNE
EDGE CASE DISTRICT,Hispanic,2014,Percent,0.00452
EDGE CASE DISTRICT,Native American,2014,Percent,LNE
EDGE CASE DISTRICT,Two or more,2014,Percent,LNE
EDGE CASE DISTRICT,White,2014,Percent,0.00743
